,IPs,APP ID,Protocol type port,FQDNs,Application Name
17822,157.163.152.226,5141,TCP 80; TCP 443; TCP 1090; TCP 1095; TCP 3245; TCP 3258; TCP 3260; TCP 3345; TCP 3358-3360; TCP 3445; TCP 3458-3460; TCP 3645; TCP 3658; TCP 3660; TCP 4845; TCP 4858; TCP 4860; TCP 8008; TCP 8045; TCP 8050; TCP 8060-8061; TCP 8145; TCP 8150; TCP 8158; TCP 8160-8161; TCP 8245; TCP 8260-8261; TCP 8888-8889; TCP 9045; TCP 9050; TCP 9060-9061; TCP 9145; TCP 9158; TCP 9160-9161; TCP 23001; TCP 53975,sap03874.os.fth.sbs.de ,SAP_KFP: PDM Exchange
17823,157.163.152.134,5141,TCP 80; TCP 443; TCP 1090; TCP 1095; TCP 3245; TCP 3258; TCP 3260; TCP 3345; TCP 3358-3360; TCP 3445; TCP 3458-3460; TCP 3645; TCP 3658; TCP 3660; TCP 4845; TCP 4858; TCP 4860; TCP 8008; TCP 8045; TCP 8050; TCP 8060-8061; TCP 8145; TCP 8150; TCP 8158; TCP 8160-8161; TCP 8245; TCP 8260-8261; TCP 8888-8889; TCP 9045; TCP 9050; TCP 9060-9061; TCP 9145; TCP 9158; TCP 9160-9161; TCP 23001; TCP 53976,sap07020.os.fth.sbs.de ,SAP_KFP: PDM Exchange
17824,157.163.152.139,5141,TCP 80; TCP 443; TCP 1090; TCP 1095; TCP 3245; TCP 3258; TCP 3260; TCP 3345; TCP 3358-3360; TCP 3445; TCP 3458-3460; TCP 3645; TCP 3658; TCP 3660; TCP 4845; TCP 4858; TCP 4860; TCP 8008; TCP 8045; TCP 8050; TCP 8060-8061; TCP 8145; TCP 8150; TCP 8158; TCP 8160-8161; TCP 8245; TCP 8260-8261; TCP 8888-8889; TCP 9045; TCP 9050; TCP 9060-9061; TCP 9145; TCP 9158; TCP 9160-9161; TCP 23001; TCP 53977,sap07021.os.fth.sbs.de ,SAP_KFP: PDM Exchange
17825,157.163.152.118,5141,TCP 80; TCP 443; TCP 1090; TCP 1095; TCP 3245; TCP 3258; TCP 3260; TCP 3345; TCP 3358-3360; TCP 3445; TCP 3458-3460; TCP 3645; TCP 3658; TCP 3660; TCP 4845; TCP 4858; TCP 4860; TCP 8008; TCP 8045; TCP 8050; TCP 8060-8061; TCP 8145; TCP 8150; TCP 8158; TCP 8160-8161; TCP 8245; TCP 8260-8261; TCP 8888-8889; TCP 9045; TCP 9050; TCP 9060-9061; TCP 9145; TCP 9158; TCP 9160-9161; TCP 23001; TCP 53978,sapha020.os.fth.sbs.de ,SAP_KFP: PDM Exchange
17826,157.163.152.195,5141,TCP 80; TCP 443; TCP 1090; TCP 1095; TCP 3245; TCP 3258; TCP 3260; TCP 3345; TCP 3358-3360; TCP 3445; TCP 3458-3460; TCP 3645; TCP 3658; TCP 3660; TCP 4845; TCP 4858; TCP 4860; TCP 8008; TCP 8045; TCP 8050; TCP 8060-8061; TCP 8145; TCP 8150; TCP 8158; TCP 8160-8161; TCP 8245; TCP 8260-8261; TCP 8888-8889; TCP 9045; TCP 9050; TCP 9060-9061; TCP 9145; TCP 9158; TCP 9160-9161; TCP 23001; TCP 53979,sapha054 .os.fth.sbs.de ,SAP_KFP: PDM Exchange
17827,157.163.152.70,5141,TCP 80; TCP 443; TCP 1090; TCP 1095; TCP 3245; TCP 3258; TCP 3260; TCP 3345; TCP 3358-3360; TCP 3445; TCP 3458-3460; TCP 3645; TCP 3658; TCP 3660; TCP 4845; TCP 4858; TCP 4860; TCP 8008; TCP 8045; TCP 8050; TCP 8060-8061; TCP 8145; TCP 8150; TCP 8158; TCP 8160-8161; TCP 8245; TCP 8260-8261; TCP 8888-8889; TCP 9045; TCP 9050; TCP 9060-9061; TCP 9145; TCP 9158; TCP 9160-9161; TCP 23001; TCP 53980,sapha055.os.fth.sbs.de ,SAP_KFP: PDM Exchange
17828,10.99.153.249,5141,TCP 80; TCP 443; TCP 1090; TCP 1095; TCP 3245; TCP 3258; TCP 3260; TCP 3345; TCP 3358-3360; TCP 3445; TCP 3458-3460; TCP 3645; TCP 3658; TCP 3660; TCP 4845; TCP 4858; TCP 4860; TCP 8008; TCP 8045; TCP 8050; TCP 8060-8061; TCP 8145; TCP 8150; TCP 8158; TCP 8160-8161; TCP 8245; TCP 8260-8261; TCP 8888-8889; TCP 9045; TCP 9050; TCP 9060-9061; TCP 9145; TCP 9158; TCP 9160-9161; TCP 23001; TCP 53981,defthw990k2.ad101.siemens-energy.net,SAP_KFP: PDM Exchange
17835,139.21.170.213,5141,TCP 80; TCP 443; TCP 1090; TCP 1095; TCP 3245; TCP 3258; TCP 3260; TCP 3345; TCP 3358-3360; TCP 3445; TCP 3458-3460; TCP 3645; TCP 3658; TCP 3660; TCP 4845; TCP 4858; TCP 4860; TCP 8008; TCP 8045; TCP 8050; TCP 8060-8061; TCP 8145; TCP 8150; TCP 8158; TCP 8160-8161; TCP 8245; TCP 8260-8261; TCP 8888-8889; TCP 9045; TCP 9050; TCP 9060-9061; TCP 9145; TCP 9158; TCP 9160-9161; TCP 23001; TCP 53982,sn1cnv01.ad001.siemens.net,SAP_KFP: PDM Exchange
17836,139.23.156.146,5141,TCP 80; TCP 443; TCP 1090; TCP 1095; TCP 3245; TCP 3258; TCP 3260; TCP 3345; TCP 3358-3360; TCP 3445; TCP 3458-3460; TCP 3645; TCP 3658; TCP 3660; TCP 4845; TCP 4858; TCP 4860; TCP 8008; TCP 8045; TCP 8050; TCP 8060-8061; TCP 8145; TCP 8150; TCP 8158; TCP 8160-8161; TCP 8245; TCP 8260-8261; TCP 8888-8889; TCP 9045; TCP 9050; TCP 9060-9061; TCP 9145; TCP 9158; TCP 9160-9161; TCP 23001; TCP 53983,sn1cnv02.ad001.siemens.net,SAP_KFP: PDM Exchange
17837,139.23.156.144,5141,TCP 80; TCP 443; TCP 1090; TCP 1095; TCP 3245; TCP 3258; TCP 3260; TCP 3345; TCP 3358-3360; TCP 3445; TCP 3458-3460; TCP 3645; TCP 3658; TCP 3660; TCP 4845; TCP 4858; TCP 4860; TCP 8008; TCP 8045; TCP 8050; TCP 8060-8061; TCP 8145; TCP 8150; TCP 8158; TCP 8160-8161; TCP 8245; TCP 8260-8261; TCP 8888-8889; TCP 9045; TCP 9050; TCP 9060-9061; TCP 9145; TCP 9158; TCP 9160-9161; TCP 23001; TCP 53984,sn1cnv03.ad001.siemens.net,SAP_KFP: PDM Exchange
17838,139.23.156.143,5141,TCP 80; TCP 443; TCP 1090; TCP 1095; TCP 3245; TCP 3258; TCP 3260; TCP 3345; TCP 3358-3360; TCP 3445; TCP 3458-3460; TCP 3645; TCP 3658; TCP 3660; TCP 4845; TCP 4858; TCP 4860; TCP 8008; TCP 8045; TCP 8050; TCP 8060-8061; TCP 8145; TCP 8150; TCP 8158; TCP 8160-8161; TCP 8245; TCP 8260-8261; TCP 8888-8889; TCP 9045; TCP 9050; TCP 9060-9061; TCP 9145; TCP 9158; TCP 9160-9161; TCP 23001; TCP 53985,sn1cnv04.ad001.siemens.net,SAP_KFP: PDM Exchange
17839,129.73.188.97,5141,TCP 80; TCP 443; TCP 1090; TCP 1095; TCP 3245; TCP 3258; TCP 3260; TCP 3345; TCP 3358-3360; TCP 3445; TCP 3458-3460; TCP 3645; TCP 3658; TCP 3660; TCP 4845; TCP 4858; TCP 4860; TCP 8008; TCP 8045; TCP 8050; TCP 8060-8061; TCP 8145; TCP 8150; TCP 8158; TCP 8160-8161; TCP 8245; TCP 8260-8261; TCP 8888-8889; TCP 9045; TCP 9050; TCP 9060-9061; TCP 9145; TCP 9158; TCP 9160-9161; TCP 23001; TCP 53986,sn1kfp01.ad001.siemens.net,SAP_KFP: PDM Exchange
17840,157.163.141.168,5141,TCP 80; TCP 443; TCP 1090; TCP 1095; TCP 3245; TCP 3258; TCP 3260; TCP 3345; TCP 3358-3360; TCP 3445; TCP 3458-3460; TCP 3645; TCP 3658; TCP 3660; TCP 4845; TCP 4858; TCP 4860; TCP 8008; TCP 8045; TCP 8050; TCP 8060-8061; TCP 8145; TCP 8150; TCP 8158; TCP 8160-8161; TCP 8245; TCP 8260-8261; TCP 8888-8889; TCP 9045; TCP 9050; TCP 9060-9061; TCP 9145; TCP 9158; TCP 9160-9161; TCP 23001; TCP 53987,sap03035.os.fth.sbs.de ,SAP_KFP: PDM Exchange
17841,157.163.141.169,5141,TCP 80; TCP 443; TCP 1090; TCP 1095; TCP 3245; TCP 3258; TCP 3260; TCP 3345; TCP 3358-3360; TCP 3445; TCP 3458-3460; TCP 3645; TCP 3658; TCP 3660; TCP 4845; TCP 4858; TCP 4860; TCP 8008; TCP 8045; TCP 8050; TCP 8060-8061; TCP 8145; TCP 8150; TCP 8158; TCP 8160-8161; TCP 8245; TCP 8260-8261; TCP 8888-8889; TCP 9045; TCP 9050; TCP 9060-9061; TCP 9145; TCP 9158; TCP 9160-9161; TCP 23001; TCP 53988,sap03036.os.fth.sbs.de ,SAP_KFP: PDM Exchange
17995,157.163.181.228,785,TCP 3200-3299; TCP 3300-3399; TCP 4800-4899,defthw99w8qsrv.ad001.siemens.net,Brainware
18073,139.23.157.79,2759,TCP 4545; TCP 4546,DEFTHW99Y7XSRV.ad001.siemens.net,AVEVA E3D
18074,132.186.79.248,920,TCP 443; TCP 443,inggnh777srv.ad001.siemens.net,GIS Costing tool
18086,139.23.197.207,5336,TCP 80; TCP 135; TCP 137; TCP 139; TCP 389; TCP 443; TCP 445;UDP 135;  UDP 137-138;  UDP 443; UDP 445,saplogonini.siemens.net;Defthwa9w1ssrv.ad001.siemens.net,SAPGUI for MS Windows
18093,139.23.155.141,5472,TCP 3200; TCP 3300; TCP 4800; TCP 9000; TCP 9025,sap03856.eps.siemens.com,RF Warehouse
18092,139.23.155.149,5472,TCP 3241; TCP 3341; TCP 4841; TCP 9041; TCP 9025,,RF Warehouse
18094,139.21.152.143,5941,TCP 8899; TCP 7788; TCP 9988 ,sn1d5709.ad001.siemens.net,WinSped
18102,139.23.197.66,4037,TCP 445; UDP 53; TCP 443; TCP 4430,DEFTHW99962SRV.ad001.siemens.net,DMV - Digital Manufacturing Visualization
18103,139.22.147.137,8457,TCP 1433; TCP 6201;  UDP 1434,DEFTHW990LBSRV.ad001.siemens.net,Schedule IT
18110,149.212.124.218,12651,TCP 3030; UDP 3030; TCP 1433; UDP 1434;TCP 80;TCP 443;TCP 25734,sn1sol02.ad001.siemens.net,Solidworks
18122,194.138.20.137,3869,TCP 1130,pro.di.siemens.com:1130,CTM ABAP (Productive)
18140,10.225.128.71,7423,TCP 443; TCP 8000-8099,,PSDI
18150,139.21.161.197,7423,TCP 8120,,PSDI
19250,139.23.155.6,1989,TCP 8105,pkgspp0d.os.fth.sbs.de,SAP: SPP (EU1)
18170,139.23.138.8,5302,TCP 3302; TCP 3601; TCP 4802,demchdc57cx.dc4ca.siemens.de,SAP ERP S4P FocuS/4
18187,139.21.170.247,5601,UDP 53; TCP 389; UDP 1434; TCP 389; UDP 1434; TCP 52038,SN1ERF01.ad001.siemens.net,RBS2012 [ERF]
18189,139.22.21.104,7423,TCP 4803,,PSDI
18194,139.22.21.109,7423,TCP 8055,,PSDI
18197,139.23.155.133,7423,TCP 9500,,PSDI
18201,139.23.155.151,7423,TCP 9542,,PSDI
18211,139.23.161.115,7423,TCP 4884,,PSDI
18208,139.23.161.107,7423,TCP 9584,,PSDI
19992,139.23.212.200,1954;6077,TCP 4894,,WSTime
18214,139.23.161.115,7423,TCP 9094,,PSDI
18215,139.23.161.115,7423,TCP 9594,,PSDI
18221,139.23.161.71,7423,TCP 4846,,PSDI
18222,139.23.161.71,7423,TCP 8146,,PSDI
18223,139.23.161.74,7423,TCP 4840,,PSDI
19945,194.138.0.9,17042,TCP 9400,Falcon,Cyber Defense Center (CDC) “Log Collectors”
18245,157.163.138.76,7423,TCP 4810,,PSDI
18259,158.226.14.103,7423,TCP 4866,,PSDI
18260,158.226.14.103,7423,TCP 9166,,PSDI
18261,158.226.14.111,7423,TCP 4863,,PSDI
18262,158.226.14.111,7423,TCP 9163,,PSDI
18288,129.214.179.130,3717,TCP 7001; TCP 6001; TCP 5006,Not apply;  SAP Interface,Facturacion electronica Peru
18296,146.253.34.25,13286,TCP 443; TCP 80; TCP 8443; TCP 1433,sn1spm01.ad101.siemens-energy.net,Notices
18404,139.25.201.55,11933,TCP 30015; TCP 30041; TCP 30044,https://hanadatalake-ehq.siemens.com/energy/DOS_IT_EN/dos_it/xs/ui/WebContent/index.html,dosIT
19891,139.25.225.201,2219,TCP 32015,,HANA Datalake
18302,146.253.220.98,11863,TCP 443; TCP 902; UDP 902,don't exist,Vmware vCenter
18304,140.231.150.35,12276,TCP 1433; TCP 1434; TCP 445; TCP 3389,vnsgnb035a.ad001.siemens.net,Cadena_HRIS
18305,140.231.150.14,12276,TCP 1433; TCP 3389; TCP 49290; TCP 51841; TCP 51899; TCP 52664; TCP 54723; TCP 54750; TCP 57423; TCP 64406; TCP 64420; TCP 55301; TCP 54902; TCP 80; TCP 443; TCP 49155; TCP 49666; TCP 49155; TCP 10123; TCP 8080; TCP 49155; TCP 443; TCP 3389; TCP 52003-52005; TCP 52008; TCP  60703; TCP 62046,VNSGNB010A.ad001.siemens.net,Cadena_HRIS
18306,146.253.34.14,12585,TCP 27000; TCP 80; TCP 49736,https://sn1pal01.ad101.siemens-energy.net,Paladin Design Base@SLN
18354,146.254.77.139,5012,TCP 443; TCP 24880; TCP 4445; TCP 4446,tmcm-siemens.siemens.com;virusprotection.it-soluntions.atos.net,Malware Protection for endpoints
18348,140.231.111.126,5012,TCP 443; TCP 3740; TCP 24880; TCP 4445; TCP 4446,vps4dwpapac2.siemens.com;SGSGPK0V126SRV,Malware Protection for endpoints
18400,158.92.12.205,3258,TCP 445; TCP 20000; TCP 443; TCP 1521; TCP 11320; TCP 11321; TCP 28000; TCP 28010,globusnagios.siemens-energy.net,"GloBus (NX, Teamcenter)"
18412,139.23.197.88,7405,UDP 53; TCP 445; TCP 55699; TCP 1526; UDP 1433; UDP 1434,DEFTHW90GQXSRV.ad001.siemens.net,SHOPFLOOR BOARD [ERF]
18413,139.21.170.247,5601,UDP 53; TCP 389; UDP 1434; TCP 389; UDP 1433; TCP 52038; TCP 52038,SN1ERF01.ad001.siemens.net,RBS2012 [ERF]
18415,147.54.229.18,7393,TCP 445; TCP 1526; TCP 3342; TCP 3300,DEERFW01DMVTDM.ad001.siemens.net,PLANNING TOOL [ERF]
18418,147.54.200.108,7407,TCP 88; TCP 445; TCP 49667; TCP 135; TCP 443; TCP 50331; TCP 80; TCP 1433; UDP 1434,DEERFW0DNCDIVA.ad001.siemens.net,DIVA DYNAMICS [ERF]
18421,147.54.200.108,4060,TCP 80; TCP 443; TCP 135; TCP 445; TCP 1080; TCP 1433; TCP 1434; TCP 2382; TCP 3040; TCP 3050; TCP 3409; TCP 3501-3510; TCP 3511; TCP 3512-3520; TCP 4022; TCP 8000,DEERFW0DNCDIVA.ad001.siemens.net,DNC [ERF]
18423,54.236.193.14,10020,TCP 443; TCP 80; TCP 8080; UDP 33434; TCP 3236-3239; UDP 3236-3239; UDP 45056-49151; UDP 161; UDP 49152-65535; UDP 5060; UDP 1720; TCP 53; UDP 53; UDP 123,siemens.pm.appneta.com,AppNeta for End2End Overlay Monitoring
20084,194.138.14.57,566,TCP 25,,GlobalTrade
18472,10.99.153.41,3142,TCP 6201; TCP 137; TCP 138; TCP 139; TCP 445,sn1elp02.ad101.siemens-energy.net ,ELAST
18557,136.157.47.3,6061,TCP 5060; UDP 5060; TCP 5061; UDP 5061; TCP 29000-29499; UDP 29000-29499,,Voice Fixed (VoIP)
18500,136.157.210.18,6061,TCP 18443; UDP 18443,dls-na.siemens.com,Voice Fixed (VoIP)
18516,136.157.210.19,6061,TCP 61740; UDP 61740,licensing-na.siemens.com,Voice Fixed (VoIP)
18654,136.157.210.9,6061,TCP 4400; TCP 4000-4003; TCP 4711; TCP 4321-4323; TCP 80; TCP 443; TCP 5180; TCP 20000; TCP 50505; TCP 4421; TCP 5701; TCP 6701-6751; TCP 9000; TCP 1433; TCP 2525; TCP 1521; TCP 5432; TCP 3389; TCP 9010-9011; TCP 12345; TCP 4498-4499; TCP 5060; TCP 64108-64109; TCP 4848;UDP 53327; UDP 24000-24099; UDP 5060-5062; UDP 16900; UDP 20000-23999; UDP 47000-47199; UDP 161; UDP 53268,asccore1-nam.siemens.com,Voice Fixed (VoIP)
18651,136.157.210.34,6061,TCP 6000-6030; TCP 8443; TCP 9000-9099; TCP 49000-49999; TCP 51500-51599; TCP 52800-52999; TCP 53000-53999; TCP 54000-54500; TCP 56200-56299; TCP 57300-57500; TCP 60400-60999; TCP 64900-64999;UDP 161; UDP 64251,usirva0006wsrv.ad001.siemens,Voice Fixed (VoIP)
18667,136.157.210.89,6061,TCP 5061; TCP 5060; UDP 5060,,Voice Fixed (VoIP)
18671,136.157.210.93,6061,TCP 5060; TCP 6027; TCP 7443; TCP 4567,,Voice Fixed (VoIP)
18726,157.226.0.228,6061,TCP 5061; TCP 5060; UDP 5060; TCP 5004; TCP 5004; TCP 38; UDP 38; TCP 6004; UDP 6004,,Voice Fixed (VoIP)
18741,147.54.155.212,4513,TCP  443; TCP 3389; TCP  1215; UDP  1215; TCP  2300; TCP  2218-2221; TCP  2270; TCP  2271-2279; TCP  8871; TCP  4510; TCP  4500; TCP  21; TCP  23; TCP  90; TCP  3333; TCP  8888; TCP  443; TCP 1100,https://sn1tma01.ad001.siemens.net/,myTMA
18744,10.143.8.36,1645,TCP  9080; TCP  8443; TCP 30001; UDP  30001; TCP 30005; UDP  30005,,SIPORT ZK GER
18845,10.143.9.7,6027,TCP 443; TCP 80; TCP 445,,Visit.net
19697,146.254.141.143,1645,UDP 2128;TCP 2120; UDP 2127,DEFTHWA004DSRV.ad001.siemens.net,SIPORT
19693,146.254.141.145,1645,TCP 8761; TCP 8764; TCP 443; UDP 2128;TCP 2120; UDP 2127,DEFTHWA004FSRV.ad001.siemens.net,SIPORT
18764,139.25.239.11,572,TCP 8080; TCP 80; TCP 443,demchdc81da.ad007.siemens.net,iTWO - Project Management Platform
18773,139.25.233.103,572,TCP 4420;TCP 42150;TCP 42151;TCP 42152;TCP 42153; UDP  5093,"demchdc9p1a.ad007.siemens.net
demchdc9x7a.ad007.siemens.net
demchdc9x8a.ad007.siemens.net
demchdc9x9a.ad007.siemens.net
demchdc9xaa.ad007.siemens.net
demchdc844a.ad007.siemens.net
demchdc845a.ad007.siemens.net
demchdc9mqa.ad007.siemens.net",iTWO - Project Management Platform
18774,139.25.233.182,572,TCP 1433;TCP 4420;TCP 42150;TCP 42151;TCP 42152;TCP 42153; UDP  5093,demchdc9msa.ad007.siemens.net,iTWO - Project Management Platform
18791,144.145.46.59,7437,TCP  24888;UDP  62608,,Trend Micro - RDS AGT
18805,144.145.46.29,3865,TCP  443;UDP  443,DEBBGN3T5A.ad101.siemens-energy.net,CT-Calc
19148,141.73.35.35,2048,TCP 443; TCP 8443,KHER9Z47.ad001.siemens.net,SAP EWM A0P
18798,144.145.46.37,4724,TCP  4001,DEBBGN3ANA.ad101.siemens-energy.net,Interflex System 6020
18977,144.145.46.20,4293,TCP  50001; TCP  443; TCP  445,DEBBGN3AEA.ad001.siemens.net,Nicelabel
18802,144.145.46.56,4099,TCP  22; TCP  445; TCP  111; UDP  111; TCP  1433,DEBBGN3AHA.ad001.siemens.net,Mega/L
18815,139.25.128.168,1492,TCP  443; TCP  943,demchdc895a.ad007.siemens.net,Problem Tracker - SPPA-T2000
18821,139.23.13.102,2179,TCP 64001,DEMCHDC9DCA.AD007.siemens.net,SISEC - Engineering Platform
18822,139.23.13.102,2179,TCP 64002,DEMCHDC9DCA.AD007.siemens.net,SISEC - Engineering Platform
18823,139.23.13.102,2179,TCP 64003,DEMCHDC9DCA.AD007.siemens.net,SISEC - Engineering Platform
18824,139.23.13.102,2179,TCP 64004,DEMCHDC9DCA.AD007.siemens.net,SISEC - Engineering Platform
18825,139.23.13.102,2179,TCP 64020,DEMCHDC9DCA.AD007.siemens.net,SISEC - Engineering Platform
18826,139.23.13.102,2179,TCP 64006,DEMCHDC9DCA.AD007.siemens.net,SISEC - Engineering Platform
18833,146.254.141.145,6027,TCP 8761; TCP 8764,DEFTHWA004FSRV.ad001.siemens.net,SIPORT Access
18849,139.23.155.149,2004,TCP 9041,pkgops0d-OPS.eps.siemens-energy.com ,SAP ERP OPP OneP
18860,172.30.229.45,1332,TCP 7016,sn1enb02.ad001.siemens.net,LC-BR SOP IT EcomexDeck - 30583 - PROD/Non-PROD
18870,139.25.0.245,2028,TCP 8000,services.siemens.com;nsc.pki-services.siemens.com,PKI NSC - Network Smartcard
18884,139.22.144.185,2029,TCP 1433; TCP 4022; TCP 135; TCP 1434; UDP 1434; TCP 808; TCP 3372;TCP 443; TCP 1024-65535,defthw99wcfsrv.ad001.siemens.net,PRIMTECH
18894,139.25.98.24,2166,TCP 3280; TCP 3680; TCP 3682; TCP 4880; TCP 3281; TCP 3681;  TCP 4881; TCP 3282;  TCP 4882; TCP 3203; TCP 3603; TCP 4803,colorado-ha1.siemens.com,Colorado Core HA1 - SAP Gui - Firewallgroups
18902,139.25.98.27,2166,TCP 3266; TCP 3666; TCP 3682; TCP 4866; TCP 3203; TCP 3603; TCP 4803; TCP 3204; TCP 3604;  TCP 4804; TCP 3205; TCP 3605; TCP 4805,colorado-ha2.siemens.com,Colorado Core HA2 - SAP Gui - Firewallgroups
18909,139.23.101.234,2219,TCP 30015; TCP 30044,demchdc6d2x.dc4ca.siemens.de,EHx HANA Datalake
18917,200.142.193.166,2820,TCP 10022,b2b.adpexpert.com.br,ADP Brazil (BPO-Application) [BR]
18921,139.23.123.10,3010,TCP 1215; UDP 1215; TCP 443,iam-proxy.siemens.com,IAM
19350,139.25.129.119,5233,TCP 3201; TCP 3601; TCP 4801,dwp-hb1.siemens.com,DWP - HB1 - SAP Gui
18927,139.25.126.171,5233,TCP 3202; TCP 3601; TCP 3602; TCP 4802,hrbi-hr1.siemens.com,HR-BI - HR1 - SAP Gui - Firewallgroups
18928,172.20.10.1,5478,TCP 135-139; UDP 135-139,\\ad001.siemens.net\dfs001\File\DDSNbgVo\Doc2TC_HbgAE,SiDriveTest
18934,139.23.50.70,5143,TCP 3202; TCP 3302; TCP 4802; TCP 3601; TCP 444; TCP 8000,ptc.siemens-energy.com,SAP_PTC
18932,139.23.50.88,5143,TCP 3202; TCP 3302; TCP 4802; TCP 3601; TCP 443; TCP 444; TCP 8000,itc.siemens-energy.com,SAP_PTC
18936,139.23.95.167,5164,TCP 3202; TCP 3302; TCP 4802; TCP 3601; TCP 443; TCP 444,etg.siemens.com,SAP_PTG
18939,139.23.95.134,5164,TCP 3202; TCP 3302; TCP 4802; TCP 3601; TCP 443,ptg.siemens.com,SAP_PTG
18942,10.99.168.249,5165,TCP 3201; TCP 3301; TCP 4801; TCP 3601; TCP 443; TCP 444; TCP 3210; TCP 3310; TCP 4810; TCP 3610; TCP 8001; TCP 8010; TCP 1100,"dti.trench-group.com
iti.trench-group.com",SAP_PTI
18945,10.99.168.248,5163,TCP 3200; TCP 3300; TCP 4800; TCP 3600; TCP 444; TCP 8000; TCP 1100,ptf.trench-group.com,SAP_PTF
18944,10.99.168.251,5163,TCP 3200; TCP 3300; TCP 4800; TCP 3600; TCP 443; TCP 444; TCP 3210; TCP 3310; TCP 4810; TCP 3610; TCP 8000; TCP 8010; TCP 1100,"dtf.trench-group.com
itf.trench-group.com",SAP_PTF
18946,158.226.17.92,5142,TCP 3220; TCP 3320; TCP 4820; TCP 3620; TCP 443; TCP 1100,eta.trench-group.com,SAP_PTA
18947,158.226.17.91,5142,TCP 3230; TCP 3330; TCP 4830; TCP 3630; TCP 443; TCP 1100,qta.trench-group.com,SAP_PTA
18948,158.226.17.90,5142,TCP 3200; TCP 3300; TCP 4800; TCP 3600; TCP 443; TCP 1100,pta.trench-group.com,SAP_PTA
18954,139.23.50.103,5143,TCP 30015; TCP 4300,,SAP_PTC
18957,139.21.161.231,99998,TCP 3674; TCP 3675; TCP 3375; TCP 4875; TCP 3275; TCP 44375,DEFTHWA9JHD.os.fth.sbs.de,SAP VP2
18958,139.21.161.228,99998,TCP 3679; TCP 3678; TCP 3378; TCP 3278; TCP 4878; TCP 44378,defthwa9w9v.os.fth.sbs.de,SAP VP2
18959,139.21.161.229,99998,TCP 3677; TCP 3676; TCP 3276; TCP 4876; TCP 3376; TCP 44376,defthwa9uk1.os.fth.sbs.de,SAP VP2
18967,139.21.236.69,10890,TCP 3202; TCP 3302; TCP 3601; TCP 4802; TCP 44302,,SAP ERP REP
18993,139.21.161.199,16847,TCP 3604; TCP 3655; TCP 3305; TCP 4805; TCP 3205; TCP 44305,defthwa9s9e.os.fth.sbs.de,SAP VP1
18994,139.21.161.197,16847,TCP 3621; TCP 3620; TCP 3320; TCP 4820; TCP 3220; TCP 44320,denbgat9xah.os.fth.sbs.de,SAP VP1
18995,139.21.161.196,16847,TCP 3626; TCP 3625; TCP 3325; TCP 4825; TCP 3225; TCP 44325,defthwa9z1b.os.fth.sbs.de,SAP VP1
19002,140.231.80.76,,TCP 3200; TCP 3300; TCP 4800; TCP 3620; TCP 8000; TCP 8020; TCP 443,saphasg4.siemens.com.sg,AQM(Solution manager)
19003,140.231.80.68,,TCP 3200; TCP 3300; TCP 8000; TCP 8020; TCP 3620,sgsgp999f12.siemens.com.sg,APM(Solutiona manager)
19004,140.231.80.106,,TCP 3200; TCP 3300; TCP 8000; TCP 8020,sgsgpk09y9b.siemens.com.sg,APM(Solutiona manager)
19006,140.231.14.103,12366,TCP 443; TCP 1100; TCP 3602; TCP 3200; TCP 3201; TCP 8102; TCP 8402; TCP 3300,sgsgpk09b8p.siemens.com.sg      ,SAP AP9
19008,140.231.14.102,12366,TCP 443; TCP 3201; TCP 4801; TCP 3301,sgsgpk099ub.siemens.com.sg     ,SAP AP9
